dataset,num_nodes,num_edges,impl,seed,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high,AP,CIT_Precision,CIT_Recall,CIT_F1
dag_10_nodes_10_edges_degrees_SF,10,9,org,7816,0.4815607671625912,47,8.0,0.125,0.7778,0.0278,0.875,0.7778,0.8235250000000001,2.0,4.5,8.0,0.0,0.8889,0.0,0.875,0.7778,0.8235,1.0,1.0,8.0,0.9950681409862525,0.9931972789115646,0.7849462365591398,0.8768768768768769
dag_10_nodes_10_edges_degrees_SF,10,9,org,3578,0.5159039432182908,61,8.0,0.3,0.62226,0.06667999999999999,0.7,0.62226,0.6588199999999999,4.4,7.0,8.0,0.125,0.7778,0.0278,0.75,0.6667,0.7059,3.0,2.0,9.0,0.9871021467439358,1.0,0.6397058823529411,0.780269058295964
dag_10_nodes_10_edges_degrees_SF,10,9,org,2656,0.25342233711853623,5,7.0,0.142875,0.6667000000000001,0.0278,0.857125,0.6667000000000001,0.75,3.0,5.5,7.0,0.0,0.7778,0.0,0.8571,0.6667,0.75,2.0,2.0,9.0,0.9934932614882945,0.983739837398374,0.983739837398374,0.983739837398374
dag_10_nodes_10_edges_degrees_SF,10,9,org,2688,0.8209318029694259,112,8.0,0.25,0.6667,0.05558,0.75,0.6667,0.70588,4.0,5.6,8.0,0.125,0.7778,0.0278,0.75,0.6667,0.7059,3.0,2.0,9.0,0.994339362031216,1.0,0.2746478873239437,0.430939226519337
dag_10_nodes_10_edges_degrees_SF,10,9,org,2494,0.8563137040473521,110,7.0,0.142875,0.6667000000000001,0.0278,0.857125,0.6667000000000001,0.75,3.0,5.5,7.0,0.0,0.7778,0.0,0.8571,0.6667,0.75,2.0,2.0,9.0,0.9987398793674666,1.0,0.2638888888888889,0.4175824175824176
dag_10_nodes_10_edges_degrees_SF,10,9,org,183,0.31463334383443,13,7.0,0.142875,0.6667000000000001,0.0278,0.857125,0.6667000000000001,0.75,3.0,5.5,7.0,0.0,0.7778,0.0,0.8571,0.6667,0.75,2.0,2.0,9.0,0.9982642584788528,0.9917355371900827,0.9230769230769231,0.9561752988047809
dag_10_nodes_10_edges_degrees_SF,10,9,org,7977,0.34157241182401776,29,7.0,0.142875,0.6667000000000001,0.0278,0.857125,0.6667000000000001,0.75,3.0,5.5,7.0,0.0,0.7778,0.0,0.8571,0.6667,0.75,2.0,2.0,9.0,0.9936119767460547,0.9906542056074766,0.803030303030303,0.8870292887029287
dag_10_nodes_10_edges_degrees_SF,10,9,org,3199,0.3324612509459257,30,7.0,0.142875,0.6667000000000001,0.0278,0.857125,0.6667000000000001,0.75,3.0,5.5,7.0,0.0,0.7778,0.0,0.8571,0.6667,0.75,2.0,2.0,9.0,0.9915411523719599,0.9903846153846154,0.7862595419847328,0.8765957446808511
dag_10_nodes_10_edges_degrees_SF,10,9,org,316,0.5930878277868032,80,7.0,0.142875,0.6667000000000001,0.0278,0.857125,0.6667000000000001,0.75,3.0,5.5,7.0,0.0,0.7778,0.0,0.8571,0.6667,0.75,2.0,2.0,9.0,0.9828080438904327,1.0,0.4852941176470588,0.6534653465346535
dag_10_nodes_10_edges_degrees_SF,10,9,org,8266,0.7931757760234177,92,8.0,0.125,0.7778,0.0278,0.875,0.7778,0.8235250000000001,2.0,4.5,8.0,0.0,0.8889,0.0,0.875,0.7778,0.8235,1.0,1.0,8.0,0.9891007385692716,1.0,0.56353591160221,0.7208480565371024
