dataset,num_nodes,num_edges,impl,run_id,time,remove_n,dag_nnz,dag_fdr,dag_tpr,dag_fpr,dag_precision,dag_recall,dag_F1,dag_shd,dag_sid,cpdag_nnz,cpdag_fdr,cpdag_tpr,cpdag_fpr,cpdag_precision,cpdag_recall,cpdag_F1,cpdag_shd,cpdag_sid_low,cpdag_sid_high
asia,8,8,new,23,8.79412074899301,111,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,24,5.732319402974099,127,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,25,11.335150182945654,109,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,22.0
asia,8,8,new,26,8.868039084947668,112,9,0.5556,0.5,0.25,0.4444,0.5,0.4706,6.0,21.0,9,0.2222,0.875,0.1,0.3333,0.375,0.3529,8.0,1.0,40.0
asia,8,8,new,27,10.469296535942703,112,10,0.5,0.625,0.25,0.5,0.625,0.5556,5.0,18.0,10,0.2,1.0,0.1,0.4,0.5,0.4444,7.0,0.0,44.0
asia,8,8,new,28,8.190612799022347,99,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,29,9.259750791010447,105,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,30,10.319017198984511,116,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,4.0,13.0,7,0.1429,0.75,0.05,0.5714,0.5,0.5333,5.0,6.0,31.0
asia,8,8,new,31,10.62599304097239,108,8,0.125,0.875,0.05,0.875,0.875,0.875,2.0,1.0,8,0.125,0.875,0.05,0.375,0.375,0.375,4.0,1.0,30.0
asia,8,8,new,32,9.68759164295625,111,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,33,9.486303348094225,109,8,0.375,0.625,0.15,0.625,0.625,0.625,4.0,17.0,8,0.125,0.875,0.05,0.625,0.625,0.625,4.0,5.0,35.0
asia,8,8,new,34,8.739980874932371,121,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,22.0
asia,8,8,new,35,7.115412572980858,141,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,22.0
asia,8,8,new,36,12.430489935912192,109,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,12.0,8,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.0,20.0
asia,8,8,new,37,6.8364756419323385,108,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,38,10.935037279967219,117,8,0.125,0.875,0.05,0.875,0.875,0.875,2.0,1.0,8,0.125,0.875,0.05,0.625,0.625,0.625,5.0,1.0,27.0
asia,8,8,new,39,10.333995947032236,129,8,0.25,0.75,0.1,0.75,0.75,0.75,3.0,8.0,8,0.125,0.875,0.05,0.375,0.375,0.375,4.0,1.0,30.0
asia,8,8,new,40,7.531795397982933,116,8,0.625,0.375,0.25,0.375,0.375,0.375,6.0,27.0,8,0.375,0.625,0.15,0.375,0.375,0.375,6.0,17.0,37.0
asia,8,8,new,41,7.477174355997704,115,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,22.0
asia,8,8,new,42,6.43328099604696,122,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,7,0.2857,0.625,0.1,0.7143,0.625,0.6667,3.0,14.0,22.0
asia,8,8,new,43,9.958770712953992,141,7,0.1429,0.75,0.05,0.8571,0.75,0.8,2.0,8.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,44,9.75067554297857,112,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,12.0,8,0.0,1.0,0.0,0.75,0.75,0.75,0.0,0.0,20.0
asia,8,8,new,45,10.012978015001863,111,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,46,8.037967327050865,96,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
asia,8,8,new,47,8.202034585992806,125,8,0.375,0.625,0.15,0.625,0.625,0.625,3.0,18.0,8,0.25,0.75,0.1,0.75,0.75,0.75,2.0,13.0,26.0
asia,8,8,new,48,10.919772555003874,101,9,0.4444,0.625,0.2,0.5556,0.625,0.5882,4.0,17.0,9,0.1111,1.0,0.05,0.4444,0.5,0.4706,3.0,5.0,34.0
asia,8,8,new,49,9.091257089050487,127,7,0.0,0.875,0.0,1.0,0.875,0.9333,1.0,1.0,7,0.0,0.875,0.0,0.7143,0.625,0.6667,1.0,1.0,16.0
earthquake,5,4,org,0,0.020831399015150964,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,1,0.021195227978751063,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,2,0.020795470918528736,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,3,0.023413956980220973,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,4,0.025770094012841582,1,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,5,0.021447038976475596,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,6,0.022445040987804532,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,7,0.03004592307843268,2,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,8,0.02179258200339973,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,9,0.02642365894280374,2,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0
earthquake,5,4,org,10,0.045519227045588195,1,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0
earthquake,5,4,org,11,0.08092683099675924,4,6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,8.0
earthquake,5,4,org,12,0.020430027972906828,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,13,0.02283580508083105,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,14,0.022806424996815622,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,15,0.021281062974594533,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,16,0.054873924003914,3,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,9.0
earthquake,5,4,org,17,0.02422338689211756,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,18,0.02131215005647391,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,19,0.020672522019594908,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,20,0.022080195019952953,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,21,0.024542927043512464,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,22,0.020962673937901855,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,23,0.022323729004710913,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,24,0.019865505979396403,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,25,0.019669294939376414,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,26,0.020050756982527673,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,27,0.02087893499992788,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,28,0.02421866508666426,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,29,0.021198216010816395,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,30,0.020278012030757964,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,31,0.01962347701191902,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,32,0.022360916016623378,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,33,0.019877386977896094,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,34,0.019898945931345224,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,35,0.02409862505737692,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,36,0.09308173798490316,5,6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0
earthquake,5,4,org,37,0.02160766103770584,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,38,0.02083848405163735,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,39,0.021672687027603388,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,40,0.019755471032112837,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,41,0.01982618507463485,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,42,0.020231870003044605,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,43,0.02171261899638921,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,44,0.023481672047637403,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,45,0.01991664699744433,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,46,0.019846892915666103,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,47,0.020227354019880295,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,48,0.020355664077214897,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,org,49,0.020826076972298324,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,0,0.02823386003728956,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,1,0.023421194055117667,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,2,0.02040822198614478,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,3,0.021253834012895823,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,4,0.023164281039498746,1,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,5,0.023800641065463424,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,6,0.021946645923890173,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,7,0.02493470604531467,2,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,8,0.0219982290873304,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,9,0.05288339196704328,4,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,10,0.13763018301688135,7,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,11,0.13430094497743994,8,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,12,0.022207421949133277,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,13,0.021725965896621346,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,14,0.02246171107981354,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,15,0.02215882809832692,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,16,0.05065378500148654,4,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,17,0.0200190240284428,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,18,0.02389662596397102,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,19,0.02426048193592578,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,20,0.020680218935012817,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,21,0.020227093948051333,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,22,0.025154885021038353,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,23,0.020999672007746994,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,24,0.020608194987289608,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,25,0.02058267197571695,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,26,0.02021416206844151,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,27,0.02126067504286766,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,28,0.020228530978783965,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,29,0.025980819016695023,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,30,0.02581600204575807,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,31,0.02132524992339313,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,32,0.022024002042599022,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,33,0.02141377702355385,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,34,0.020742248045280576,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,35,0.02311247808393091,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,36,0.12612878903746605,9,5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0
earthquake,5,4,new,37,0.021820091060362756,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,38,0.021419871016405523,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,39,0.02189579699188471,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,40,0.02141039806883782,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,41,0.022513572010211647,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,42,0.0201439120573923,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,43,0.02192437497433275,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,44,0.021780645940452814,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,45,0.022240482969209552,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,46,0.02141323301475495,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,47,0.02057446597609669,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,48,0.022600585012696683,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
earthquake,5,4,new,49,0.021314393961802125,0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0
