nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,n_edges,neighbourhood_n_nodes,max_cycle_length,max_ct_depth,max_path_length,max_c_set_size,search_depth,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
5,0.2,0.6667,0.1111,0.8,0.6667,0.7273,3.0,4.0,random_graphs_n6_e6,8823,6,6,6,6,3,5,4,12,3.8965368270874023,12.1914963722229,True,v2,original_ranking,5,"[(5, 3), (0, 3), (1, 2), (1, 3), (5, 2)]",0.007421970367431641,7.46711277961731,20.025736286399056
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,8.0,11.0,random_graphs_n6_e6,4669,6,6,6,6,3,5,4,12,3.8965368270874023,12.072365760803223,True,v2,original_ranking,7,"[(4, 5), (2, 4), (1, 4), (2, 5), (0, 4), (0, 1), (3, 1)]",0.013721942901611328,13.022700071334839,31.295882410142593
8,0.875,0.1667,0.7778,0.125,0.1667,0.1429,8.0,22.0,random_graphs_n6_e6,6131,6,6,6,6,3,5,4,12,3.8965368270874023,12.159615755081177,True,v2,original_ranking,8,"[(2, 3), (1, 3), (0, 3), (3, 4), (4, 5), (1, 5), (1, 2), (0, 2)]",0.014551162719726562,13.97761344909668,38.477782600523625
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,10.0,random_graphs_n6_e6,2617,6,6,6,6,3,5,4,12,3.8965368270874023,12.250256538391113,True,v2,original_ranking,2,"[(1, 0), (5, 3)]",0.0062580108642578125,6.355623722076416,6.790564415590269
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,7.0,15.0,random_graphs_n6_e6,7166,6,6,6,6,3,5,4,12,3.8965368270874023,12.098718643188477,True,v2,original_ranking,4,"[(2, 4), (0, 1), (5, 2), (5, 1)]",0.011718034744262695,11.452794790267944,22.061383620502863
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,8.0,25.0,random_graphs_n6_e6,1428,6,6,6,6,3,5,4,12,3.8965368270874023,12.119758129119873,True,v2,original_ranking,7,"[(3, 2), (0, 5), (3, 0), (3, 4), (0, 4), (3, 5), (3, 1)]",0.012681007385253906,11.065255165100098,36.26854657574114
8,1.0,0.0,0.8889,0.0,0.0,,13.0,28.0,random_graphs_n6_e6,8328,6,6,6,6,3,5,4,12,3.8965368270874023,12.203332662582397,True,v2,original_ranking,8,"[(5, 1), (0, 1), (4, 3), (1, 4), (5, 0), (2, 0), (5, 3), (2, 4)]",0.009906291961669922,10.147881269454956,20.758520098930134
4,0.25,0.5,0.1111,0.75,0.5,0.6,3.0,7.0,random_graphs_n6_e6,8289,6,6,6,6,3,5,4,12,3.8965368270874023,12.239744901657104,True,v2,original_ranking,4,"[(5, 0), (4, 0), (3, 1), (2, 1)]",0.008396625518798828,8.895424127578735,24.57481850180338
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,7.0,16.0,random_graphs_n6_e6,5978,6,6,6,6,3,5,4,12,3.8965368270874023,12.291061639785767,True,v2,original_ranking,6,"[(0, 4), (5, 4), (2, 4), (4, 1), (2, 5), (0, 5)]",0.006833791732788086,6.629650831222534,16.17951876277178
4,1.0,0.0,0.4444,0.0,0.0,,7.0,22.0,random_graphs_n6_e6,5511,6,6,6,6,3,5,4,12,3.8965368270874023,12.164620161056519,True,v2,original_ranking,4,"[(3, 0), (2, 0), (4, 1), (5, 0)]",0.006868600845336914,6.506953477859497,12.874183095374633
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,8.0,17.0,random_graphs_n6_e6,5864,6,6,6,6,3,5,4,12,3.8965368270874023,12.072411298751831,True,v2,original_ranking,6,"[(1, 4), (3, 4), (5, 4), (5, 3), (0, 3), (1, 3)]",0.013191699981689453,11.521627426147461,37.8429577982763
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,random_graphs_n6_e6,606,6,6,6,6,3,5,4,12,3.8965368270874023,11.907281398773193,True,v2,original_ranking,5,"[(3, 0), (5, 2), (5, 1), (5, 0), (3, 2)]",0.011446714401245117,10.760026693344116,32.45399093436924
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,6.0,22.0,random_graphs_n6_e6,1933,6,6,6,6,3,5,4,12,3.8965368270874023,12.165429830551147,True,v2,original_ranking,5,"[(5, 0), (2, 0), (5, 2), (5, 1), (4, 2)]",0.006726503372192383,7.10643196105957,9.427885330280015
6,1.0,0.0,0.6667,0.0,0.0,,9.0,27.0,random_graphs_n6_e6,6071,6,6,6,6,3,5,4,12,3.8965368270874023,12.05297565460205,True,v2,original_ranking,6,"[(2, 4), (5, 2), (0, 2), (5, 1), (3, 5), (0, 5)]",0.012589454650878906,12.864094495773315,28.901530011425873
7,0.8571,0.1667,0.6667,0.1429,0.1667,0.1538,9.0,24.0,random_graphs_n6_e6,5504,6,6,6,6,3,5,4,12,3.8965368270874023,12.1225426197052,True,v2,original_ranking,7,"[(0, 2), (2, 3), (5, 2), (2, 4), (1, 4), (5, 3), (1, 5)]",0.014129161834716797,13.867619276046753,36.046381351898305
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,6.0,14.0,random_graphs_n6_e6,5163,6,6,6,6,3,5,4,12,3.8965368270874023,12.431035280227661,True,v2,original_ranking,2,"[(0, 2), (3, 2)]",0.0063495635986328125,6.125940322875977,6.426713095427952
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,7.0,11.0,random_graphs_n6_e6,2406,6,6,6,6,3,5,4,12,3.8965368270874023,12.21225905418396,True,v2,original_ranking,6,"[(4, 1), (4, 0), (1, 0), (1, 5), (3, 5), (3, 0)]",0.006585121154785156,6.765107870101929,10.870375916752442
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,8.0,10.0,random_graphs_n6_e6,304,6,6,6,6,3,5,4,12,3.8965368270874023,12.168185472488403,True,v2,original_ranking,7,"[(3, 5), (0, 5), (2, 5), (3, 4), (2, 4), (2, 1), (3, 1)]",0.011682271957397461,12.047599792480469,32.811890508597926
8,0.875,0.1667,0.7778,0.125,0.1667,0.1429,9.0,20.0,random_graphs_n6_e6,3391,6,6,6,6,3,5,4,12,3.8965368270874023,12.287563562393188,True,v2,original_ranking,8,"[(5, 3), (4, 3), (0, 3), (2, 3), (4, 5), (2, 5), (4, 0), (2, 0)]",0.013790130615234375,13.871436834335327,39.00630807450594
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,6.0,13.0,random_graphs_n6_e6,359,6,6,6,6,3,5,4,12,3.8965368270874023,12.105433464050293,True,v2,original_ranking,6,"[(1, 0), (2, 3), (0, 3), (5, 0), (4, 0), (1, 3)]",0.011739492416381836,12.240534543991089,24.376004247620624
6,1.0,0.0,0.6667,0.0,0.0,,10.0,16.0,random_graphs_n6_e6,9096,6,6,6,6,3,5,4,12,3.8965368270874023,12.115065813064575,True,v2,original_ranking,6,"[(2, 3), (0, 3), (4, 5), (2, 5), (5, 0), (4, 3)]",0.012353181838989258,11.636987447738647,32.23070072596046
4,0.25,0.5,0.1111,0.75,0.5,0.6,3.0,8.0,random_graphs_n6_e6,3533,6,6,6,6,3,5,4,12,3.8965368270874023,12.225041627883911,True,v2,original_ranking,4,"[(1, 5), (0, 5), (2, 5), (3, 4)]",0.005716562271118164,5.336279392242432,16.778728185248507
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,13.0,random_graphs_n6_e6,4125,6,6,6,6,3,5,4,12,3.8965368270874023,12.247005462646484,True,v2,original_ranking,2,"[(5, 2), (1, 0)]",0.0052602291107177734,5.334723711013794,7.453818549291717
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,14.0,random_graphs_n6_e6,3094,6,6,6,6,3,5,4,12,3.8965368270874023,11.990062475204468,True,v2,original_ranking,2,"[(5, 3), (4, 5)]",0.010316133499145508,7.644749164581299,13.338678519024711
7,1.0,0.0,0.7778,0.0,0.0,,9.0,26.0,random_graphs_n6_e6,6398,6,6,6,6,3,5,4,12,3.8965368270874023,12.379379272460938,True,v2,original_ranking,7,"[(5, 3), (0, 2), (4, 2), (2, 5), (0, 3), (0, 5), (0, 4)]",0.008215188980102539,8.536624193191528,15.154375359445822
2,1.0,0.0,0.1429,0.0,0.0,,9.0,16.0,random_graphs_n7_e7,7816,7,7,7,7,4,6,5,12,130.04788255691528,410.34712624549866,True,v2,original_ranking,2,"[(5, 4), (5, 2)]",0.015581130981445312,14.973128080368042,2.906739174795158
4,0.75,0.1429,0.2143,0.25,0.1429,0.1818,8.0,13.0,random_graphs_n7_e7,3578,7,7,7,7,4,6,5,12,130.04788255691528,404.6688766479492,True,v2,original_ranking,4,"[(3, 4), (0, 4), (1, 5), (3, 5)]",0.01209878921508789,10.902194738388062,-4.933492936960575
1,0.0,0.1429,0.0,1.0,0.1429,0.25,6.0,14.0,random_graphs_n7_e7,2656,7,7,7,7,4,6,5,12,130.04788255691528,416.93437910079956,True,v2,original_ranking,1,"[(1, 6)]",0.007494926452636719,6.720432281494141,1.3689830596341341
5,0.8,0.1429,0.2857,0.2,0.1429,0.1667,8.0,19.0,random_graphs_n7_e7,2688,7,7,7,7,4,6,5,12,130.04788255691528,415.64228200912476,True,v2,original_ranking,5,"[(3, 0), (5, 1), (3, 6), (2, 6), (4, 1)]",0.012084007263183594,13.26138687133789,15.222433229793506
5,1.0,0.0,0.3571,0.0,0.0,,10.0,21.0,random_graphs_n7_e7,2494,7,7,7,7,4,6,5,12,130.04788255691528,410.2108166217804,True,v2,original_ranking,5,"[(4, 0), (2, 0), (5, 4), (5, 2), (4, 2)]",0.010324954986572266,10.448017835617065,22.45899813711957
6,0.6667,0.2857,0.2857,0.3333,0.2857,0.3077,7.0,18.0,random_graphs_n7_e7,183,7,7,7,7,4,6,5,12,130.04788255691528,409.6581230163574,True,v2,original_ranking,6,"[(1, 6), (2, 6), (3, 5), (0, 5), (2, 0), (3, 4)]",0.011257171630859375,11.312690258026123,15.269398146991447
7,0.8571,0.1429,0.4286,0.1429,0.1429,0.1429,12.0,24.0,random_graphs_n7_e7,7977,7,7,7,7,4,6,5,12,130.04788255691528,415.18027687072754,True,v2,original_ranking,7,"[(2, 4), (5, 4), (5, 1), (3, 1), (6, 4), (2, 3), (5, 0)]",0.010106801986694336,10.411282062530518,13.508542701504732
4,1.0,0.0,0.2857,0.0,0.0,,10.0,21.0,random_graphs_n7_e7,3199,7,7,7,7,4,6,5,12,130.04788255691528,413.07902932167053,True,v2,original_ranking,4,"[(0, 2), (6, 2), (0, 3), (0, 6)]",0.022569656372070312,21.944401741027832,6.572579858098731
7,0.8571,0.1429,0.4286,0.1429,0.1429,0.1429,12.0,36.0,random_graphs_n7_e7,316,7,7,7,7,4,6,5,12,130.04788255691528,408.62217831611633,True,v2,original_ranking,7,"[(5, 3), (0, 3), (5, 1), (5, 0), (4, 0), (4, 2), (5, 2)]",0.013828277587890625,15.049346923828125,20.48417985634595
5,0.4,0.4286,0.1429,0.6,0.4286,0.5,6.0,8.0,random_graphs_n7_e7,8266,7,7,7,7,4,6,5,12,130.04788255691528,409.62771105766296,True,v2,original_ranking,5,"[(2, 4), (3, 2), (0, 2), (0, 4), (6, 4)]",0.013348817825317383,12.542827129364014,14.37195495475061
7,0.7143,0.2857,0.3571,0.2857,0.2857,0.2857,9.0,23.0,random_graphs_n7_e7,1532,7,7,7,7,4,6,5,12,130.04788255691528,406.53698229789734,True,v2,original_ranking,7,"[(2, 6), (1, 6), (0, 6), (5, 6), (4, 6), (3, 6), (1, 3)]",0.016533613204956055,15.158117532730103,19.352473435883766
4,0.75,0.1429,0.2143,0.25,0.1429,0.1818,8.0,19.0,random_graphs_n7_e7,1009,7,7,7,7,4,6,5,12,130.04788255691528,411.2275986671448,True,v2,original_ranking,4,"[(6, 0), (3, 6), (4, 0), (1, 0)]",0.027254819869995117,27.440099954605103,44.92239929601394
6,0.8333,0.1429,0.3571,0.1667,0.1429,0.1538,11.0,12.0,random_graphs_n7_e7,2250,7,7,7,7,4,6,5,12,130.04788255691528,405.40329933166504,True,v2,original_ranking,6,"[(0, 2), (3, 0), (3, 2), (5, 0), (5, 6), (1, 6)]",0.015761852264404297,15.994662761688232,23.638690597072014
6,1.0,0.0,0.4286,0.0,0.0,,12.0,23.0,random_graphs_n7_e7,4447,7,7,7,7,4,6,5,12,130.04788255691528,413.4315869808197,True,v2,original_ranking,6,"[(1, 6), (0, 6), (6, 4), (3, 6), (5, 6), (2, 4)]",0.010917901992797852,10.159845352172852,5.737607449643315
5,1.0,0.0,0.3571,0.0,0.0,,9.0,26.0,random_graphs_n7_e7,2415,7,7,7,7,4,6,5,12,130.04788255691528,409.53572034835815,True,v2,original_ranking,5,"[(3, 1), (2, 1), (3, 6), (0, 6), (3, 2)]",0.012783288955688477,12.885868787765503,29.917255604778195
3,0.3333,0.2857,0.0714,0.6667,0.2857,0.4,6.0,20.0,random_graphs_n7_e7,3595,7,7,7,7,4,6,5,12,130.04788255691528,392.03814601898193,True,v2,original_ranking,3,"[(0, 4), (3, 5), (6, 3)]",0.014297246932983398,15.332904815673828,22.406103610876993
4,1.0,0.0,0.2857,0.0,0.0,,7.0,30.0,random_graphs_n7_e7,4187,7,7,7,7,4,6,5,12,130.04788255691528,396.1201522350311,True,v2,original_ranking,4,"[(2, 4), (5, 4), (5, 0), (3, 1)]",0.007096290588378906,7.171244859695435,18.19504496322209
3,0.6667,0.1429,0.1429,0.3333,0.1429,0.2,7.0,19.0,random_graphs_n7_e7,4135,7,7,7,7,4,6,5,12,130.04788255691528,393.6763858795166,True,v2,original_ranking,3,"[(2, 5), (0, 5), (0, 2)]",0.008951187133789062,8.340296506881714,10.017385540949272
4,0.5,0.2857,0.1429,0.5,0.2857,0.3636,7.0,9.0,random_graphs_n7_e7,5174,7,7,7,7,4,6,5,12,130.04788255691528,389.47774171829224,True,v2,original_ranking,4,"[(3, 0), (1, 0), (6, 0), (5, 0)]",0.0085601806640625,9.120190143585205,13.620415696630483
7,0.8571,0.1429,0.4286,0.1429,0.1429,0.1429,12.0,19.0,random_graphs_n7_e7,5303,7,7,7,7,4,6,5,12,130.04788255691528,399.750497341156,True,v2,original_ranking,7,"[(4, 3), (1, 3), (3, 5), (1, 5), (2, 1), (0, 1), (2, 5)]",0.015973567962646484,14.935255765914917,14.919226083388205
9,1.0,0.0,0.6429,0.0,0.0,,14.0,37.0,random_graphs_n7_e7,3942,7,7,7,7,4,6,5,12,130.04788255691528,383.1916193962097,True,v2,original_ranking,9,"[(3, 6), (2, 6), (2, 0), (6, 0), (2, 4), (3, 5), (1, 4), (3, 1), (6, 1)]",0.016483783721923828,16.426093339920044,24.807350793351407
8,1.0,0.0,0.5714,0.0,0.0,,14.0,27.0,random_graphs_n7_e7,2778,7,7,7,7,4,6,5,12,130.04788255691528,388.83781361579895,True,v2,original_ranking,8,"[(6, 4), (5, 4), (6, 2), (5, 1), (3, 1), (5, 2), (5, 3), (6, 3)]",0.0160064697265625,16.102888345718384,35.66504491792648
8,0.875,0.1429,0.5,0.125,0.1429,0.1333,11.0,21.0,random_graphs_n7_e7,2804,7,7,7,7,4,6,5,12,130.04788255691528,395.67213582992554,True,v2,original_ranking,8,"[(5, 0), (1, 0), (2, 6), (3, 1), (5, 1), (6, 1), (1, 4), (2, 4)]",0.013296127319335938,11.566332340240479,17.033928444670924
7,1.0,0.0,0.5,0.0,0.0,,10.0,39.0,random_graphs_n7_e7,2145,7,7,7,7,4,6,5,12,130.04788255691528,393.5559034347534,True,v2,original_ranking,7,"[(4, 1), (6, 2), (4, 2), (4, 5), (4, 3), (4, 0), (0, 5)]",0.012744426727294922,12.96044659614563,19.862570006007054
5,0.8,0.1429,0.2857,0.2,0.1429,0.1667,8.0,24.0,random_graphs_n7_e7,150,7,7,7,7,4,6,5,12,130.04788255691528,402.58267426490784,True,v2,original_ranking,5,"[(6, 3), (0, 3), (2, 3), (5, 3), (1, 3)]",0.011476993560791016,10.315415620803833,-3.1236658242001756
5,1.0,0.0,0.3571,0.0,0.0,,10.0,29.0,random_graphs_n7_e7,8823,7,7,7,7,4,6,5,12,130.04788255691528,385.9907681941986,True,v2,original_ranking,5,"[(1, 2), (5, 2), (1, 6), (1, 3), (0, 3)]",0.01517033576965332,15.097135543823242,15.326762397655996
6,0.8333,0.1429,0.3571,0.1667,0.1429,0.1538,8.0,29.0,random_graphs_n7_e7,4669,7,7,7,7,4,6,5,12,130.04788255691528,392.5779709815979,True,v2,original_ranking,6,"[(4, 1), (3, 1), (5, 1), (4, 3), (6, 2), (0, 6)]",0.01632833480834961,16.06155800819397,28.13810584365825
5,0.8,0.1429,0.2857,0.2,0.1429,0.1667,7.0,35.0,random_graphs_n7_e7,6131,7,7,7,7,4,6,5,12,130.04788255691528,406.1716501712799,True,v2,original_ranking,5,"[(2, 6), (5, 6), (2, 5), (1, 3), (0, 4)]",0.013498544692993164,13.533058166503906,33.978600772080746
3,0.6667,0.1429,0.1429,0.3333,0.1429,0.2,6.0,30.0,random_graphs_n7_e7,2617,7,7,7,7,4,6,5,12,130.04788255691528,393.60108947753906,True,v2,original_ranking,3,"[(4, 2), (4, 6), (5, 3)]",0.007276058197021484,7.7328782081604,17.85314667863047
5,0.6,0.2857,0.2143,0.4,0.2857,0.3333,7.0,18.0,random_graphs_n7_e7,7166,7,7,7,7,4,6,5,12,130.04788255691528,398.8361074924469,False,v2,original_ranking,5,"[(5, 1), (4, 6), (0, 6), (2, 1), (0, 1)]",0.017932415008544922,17.312225818634033,21.591849243436883
8,0.875,0.1429,0.5,0.125,0.1429,0.1333,12.0,20.0,random_graphs_n7_e7,1428,7,7,7,7,4,6,5,12,130.04788255691528,387.5461962223053,True,v2,original_ranking,8,"[(4, 5), (3, 5), (4, 1), (3, 1), (4, 6), (3, 6), (4, 2), (3, 2)]",0.01080012321472168,11.022829294204712,23.75097266581697
9,1.0,0.0,0.6429,0.0,0.0,,16.0,35.0,random_graphs_n7_e7,8328,7,7,7,7,4,6,5,12,130.04788255691528,392.9402220249176,True,v2,original_ranking,9,"[(5, 0), (2, 3), (4, 3), (5, 6), (1, 6), (3, 0), (6, 4), (5, 4), (2, 6)]",0.021405458450317383,20.987714529037476,54.67836332518056
6,0.6667,0.2857,0.2857,0.3333,0.2857,0.3077,7.0,15.0,random_graphs_n7_e7,8289,7,7,7,7,4,6,5,12,130.04788255691528,393.243848323822,True,v2,original_ranking,6,"[(5, 4), (1, 6), (4, 6), (3, 5), (1, 4), (0, 2)]",0.015048503875732422,14.475743770599365,35.9316113784593
5,1.0,0.0,0.3571,0.0,0.0,,12.0,13.0,random_graphs_n7_e7,5978,7,7,7,7,4,6,5,12,130.04788255691528,400.2559390068054,True,v2,original_ranking,5,"[(4, 6), (3, 6), (3, 5), (2, 3), (0, 3)]",0.0121612548828125,11.351405143737793,14.19765200497508
8,1.0,0.0,0.5714,0.0,0.0,,13.0,25.0,random_graphs_n7_e7,5511,7,7,7,7,4,6,5,12,130.04788255691528,384.65242552757263,True,v2,original_ranking,8,"[(5, 2), (3, 2), (4, 2), (4, 1), (5, 4), (5, 6), (4, 6), (4, 0)]",0.020343780517578125,19.991009950637817,36.63420594723399
5,0.8,0.1429,0.2857,0.2,0.1429,0.1667,7.0,21.0,random_graphs_n7_e7,5864,7,7,7,7,4,6,5,12,130.04788255691528,386.1324119567871,True,v2,original_ranking,5,"[(1, 6), (2, 6), (5, 2), (5, 6), (5, 4)]",0.014122486114501953,14.78844141960144,27.3803983064782
6,1.0,0.0,0.4286,0.0,0.0,,10.0,20.0,random_graphs_n7_e7,606,7,7,7,7,4,6,5,12,130.04788255691528,393.97567677497864,True,v2,original_ranking,6,"[(6, 3), (2, 3), (2, 0), (1, 0), (5, 3), (1, 3)]",0.015811920166015625,15.675917387008667,19.89738007054564
5,1.0,0.0,0.3571,0.0,0.0,,11.0,23.0,random_graphs_n7_e7,1933,7,7,7,7,4,6,5,12,130.04788255691528,396.83138370513916,True,v2,original_ranking,5,"[(2, 1), (5, 1), (4, 6), (1, 6), (2, 4)]",0.014937162399291992,16.054736852645874,13.482165707639039
7,0.7143,0.2857,0.3571,0.2857,0.2857,0.2857,9.0,37.0,random_graphs_n7_e7,6071,7,7,7,7,4,6,5,12,130.04788255691528,394.98491525650024,True,v2,original_ranking,7,"[(6, 1), (3, 1), (2, 1), (4, 3), (4, 6), (0, 5), (2, 3)]",0.014922618865966797,15.510111093521118,31.685556644068196
10,0.9,0.1429,0.6429,0.1,0.1429,0.1176,15.0,14.0,random_graphs_n7_e7,5504,7,7,7,7,4,6,5,12,130.04788255691528,402.17800641059875,True,v2,original_ranking,10,"[(1, 6), (5, 6), (6, 3), (2, 3), (4, 6), (0, 3), (5, 1), (4, 1), (4, 5), (2, 5)]",0.02139115333557129,19.55079483985901,47.113569138725296
8,1.0,0.0,0.5714,0.0,0.0,,12.0,29.0,random_graphs_n7_e7,5163,7,7,7,7,4,6,5,12,130.04788255691528,386.4083263874054,True,v2,original_ranking,8,"[(3, 1), (6, 0), (4, 0), (6, 4), (5, 4), (5, 1), (6, 2), (4, 2)]",0.01883697509765625,20.123694896697998,34.92253237290092
5,0.8,0.1429,0.2857,0.2,0.1429,0.1667,8.0,21.0,random_graphs_n7_e7,2406,7,7,7,7,4,6,5,12,130.04788255691528,401.6030738353729,True,v2,original_ranking,5,"[(5, 3), (4, 3), (0, 3), (5, 0), (4, 0)]",0.013814687728881836,14.087110757827759,31.77915672935424
9,1.0,0.0,0.6429,0.0,0.0,,15.0,16.0,random_graphs_n7_e7,304,7,7,7,7,4,6,5,12,130.04788255691528,389.33633756637573,True,v2,original_ranking,9,"[(1, 2), (3, 2), (1, 5), (0, 5), (5, 3), (1, 3), (5, 6), (0, 6), (2, 4)]",0.01676201820373535,15.883912563323975,31.964148986378248
4,0.75,0.1429,0.2143,0.25,0.1429,0.1818,9.0,15.0,random_graphs_n7_e7,3391,7,7,7,7,4,6,5,12,130.04788255691528,401.6068437099457,True,v2,original_ranking,4,"[(4, 3), (6, 4), (2, 4), (0, 4)]",0.007936954498291016,6.5800275802612305,7.281598410522486
5,0.4,0.4286,0.1429,0.6,0.4286,0.5,5.0,8.0,random_graphs_n7_e7,359,7,7,7,7,4,6,5,12,130.04788255691528,398.69226479530334,True,v2,original_ranking,5,"[(6, 5), (3, 4), (1, 4), (0, 6), (0, 4)]",0.015204906463623047,14.579165935516357,34.31039253638759
7,0.7143,0.2857,0.3571,0.2857,0.2857,0.2857,9.0,22.0,random_graphs_n7_e7,9096,7,7,7,7,4,6,5,12,130.04788255691528,396.64381408691406,True,v2,original_ranking,7,"[(2, 6), (0, 6), (2, 5), (0, 5), (4, 2), (0, 2), (4, 0)]",0.020882606506347656,19.436957120895386,30.451181130047605
5,0.8,0.1429,0.2857,0.2,0.1429,0.1667,10.0,21.0,random_graphs_n7_e7,3533,7,7,7,7,4,6,5,12,130.04788255691528,393.40043210983276,True,v2,original_ranking,5,"[(2, 4), (2, 5), (1, 5), (1, 2), (1, 4)]",0.019393205642700195,18.603426218032837,-9.530562728846137
2,1.0,0.0,0.1429,0.0,0.0,,8.0,16.0,random_graphs_n7_e7,4125,7,7,7,7,4,6,5,12,130.04788255691528,390.2843201160431,True,v2,original_ranking,2,"[(3, 2), (3, 5)]",0.008772611618041992,8.252973079681396,10.868261552353529
2,1.0,0.0,0.1429,0.0,0.0,,8.0,22.0,random_graphs_n7_e7,3094,7,7,7,7,4,6,5,12,130.04788255691528,399.6547427177429,True,v2,original_ranking,2,"[(6, 4), (6, 2)]",0.02902507781982422,24.61123490333557,-8.672942931613933
7,0.7143,0.2857,0.3571,0.2857,0.2857,0.2857,10.0,20.0,random_graphs_n7_e7,6398,7,7,7,7,4,6,5,12,130.04788255691528,401.91465878486633,True,v2,original_ranking,7,"[(2, 3), (6, 3), (6, 0), (5, 0), (1, 0), (5, 3), (1, 3)]",0.01770305633544922,17.256669998168945,22.700962821666682
