dataset,alpha,method,seed,version,removed_fact_count,kept_fact_count,removed_true_count,removed_false_count,kept_true_count,kept_false_count,removed_true_indep_count,removed_false_indep_count,removed_true_dep_count,removed_false_dep_count,kept_true_indep_count,kept_false_indep_count,kept_true_dep_count,kept_false_dep_count,released_block_pair_count,released_wrong_block_pair_count,released_correct_block_pair_count,remaining_wrong_block_pair_count,effective_wrong_block_pair_count,dag_F1,dag_SHD,dag_SID,cpdag_F1,cpdag_SHD,cpdag_SID_low,cpdag_SID_high,elapsed_sec,remove_n,fully_released_pair_count_reported,block_edge_mode
asia,alpha005,ABAPC (nor),3199,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,174,9,150,24,9,0,25,15,125,9,0,0,9,0,23,3,20,0,0,0.4615,5.0,29.0,0.1538,6.0,22.0,37.0,0.5043909549713135,174,26,
asia,alpha005,ABAPC (nor),3578,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,138,8,126,12,8,0,23,11,103,1,0,0,8,0,23,3,20,0,0,0.3333,6.0,30.0,0.1667,7.0,23.0,38.0,0.3844175338745117,138,26,
asia,alpha005,ABAPC (nor),7816,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,145,9,131,14,9,0,24,14,107,0,0,0,9,0,22,2,20,0,0,0.1538,7.0,42.0,0.3077,6.0,22.0,42.0,0.41814589500427246,145,25,
asia,alpha005,ABAPC (nor),7977,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,136,15,129,7,15,0,27,7,102,0,0,0,15,0,22,2,20,0,0,0.4615,5.0,27.0,0.3077,5.0,15.0,35.0,0.40039777755737305,136,24,
asia,alpha005,ABAPC (nor),8266,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,168,8,150,18,8,0,31,11,119,7,0,0,8,0,21,2,19,0,0,0.4286,6.0,27.0,0.4286,8.0,22.0,35.0,0.502734899520874,168,26,
asia,alpha005,ABAPC (bb),183,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,33,107,25,8,104,3,23,8,2,0,1,3,103,0,19,1,18,2,2,0.0,23.0,32.0,0.0741,21.0,8.0,50.0,0.6693642139434814,33,9,dynamic
asia,alpha005,ABAPC (bb),316,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,54,110,41,13,108,2,23,10,18,3,1,2,107,0,20,1,19,2,2,0.2963,19.0,25.0,0.1481,22.0,11.0,47.0,1.130542278289795,54,9,dynamic
asia,alpha005,ABAPC (bb),2494,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,50,122,30,20,120,2,21,13,9,7,1,2,119,0,20,1,19,2,2,0.2963,17.0,35.0,0.1481,20.0,21.0,51.0,0.8222377300262451,50,7,dynamic
asia,alpha005,ABAPC (bb),2656,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,49,131,37,12,129,2,25,9,12,3,2,2,127,0,17,0,17,2,2,0.4444,15.0,23.0,0.2222,20.0,4.0,47.0,1.6389622688293457,49,9,dynamic
asia,alpha005,ABAPC (bb),2688,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,31,109,23,8,107,2,22,8,1,0,2,2,105,0,19,1,18,2,2,0.3704,16.0,22.0,0.1481,17.0,3.0,47.0,0.6935210227966309,31,9,dynamic
asia,alpha005,ABAPC (bb),3199,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,62,121,40,22,119,2,24,13,16,9,1,2,118,0,20,1,19,2,2,0.125,24.0,26.0,0.125,24.0,5.0,49.0,1.7092289924621582,62,9,dynamic
asia,alpha005,ABAPC (bb),3578,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,32,114,22,10,112,2,20,9,2,1,3,2,109,0,19,1,18,2,2,0.24,16.0,18.0,0.24,15.0,2.0,27.0,0.6579606533050537,32,8,dynamic
asia,alpha005,ABAPC (bb),7816,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,40,114,28,12,112,2,20,12,8,0,4,2,108,0,16,0,16,2,2,0.4211,10.0,28.0,0.2105,13.0,27.0,50.0,0.955247163772583,40,6,dynamic
asia,alpha005,ABAPC (bb),7977,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,34,117,29,5,115,2,24,5,5,0,3,2,112,0,17,0,17,2,2,0.4545,11.0,10.0,0.2727,11.0,10.0,21.0,0.6255741119384766,34,7,dynamic
asia,alpha005,ABAPC (bb),8266,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,45,131,29,16,129,2,25,9,4,7,6,2,123,0,13,0,13,2,2,0.5263,9.0,11.0,0.3158,9.0,7.0,27.0,0.6991498470306396,45,5,dynamic
asia,alpha005,ABAPC (bb-nor),183,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,132,8,121,11,8,0,24,11,97,0,0,0,8,0,23,3,20,0,3,0.5,5.0,23.0,0.1667,6.0,16.0,31.0,0.41147351264953613,132,26,frozen_initial
asia,alpha005,ABAPC (bb-nor),316,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,155,9,140,15,9,0,24,12,116,3,0,0,9,0,23,3,20,0,3,0.5,5.0,23.0,0.1667,6.0,16.0,31.0,0.4653337001800537,155,25,frozen_initial
asia,alpha005,ABAPC (bb-nor),2494,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,165,7,143,22,7,0,22,15,121,7,0,0,7,0,23,3,20,0,3,0.6154,4.0,21.0,0.4615,4.0,14.0,24.0,0.4332444667816162,165,26,frozen_initial
asia,alpha005,ABAPC (bb-nor),2656,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,158,22,144,14,22,0,27,11,117,3,0,0,22,0,21,2,19,0,2,0.6667,4.0,16.0,0.5333,3.0,11.0,23.0,0.4675271511077881,158,24,frozen_initial
asia,alpha005,ABAPC (bb-nor),2688,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,126,14,116,10,14,0,24,10,92,0,0,0,14,0,23,3,20,0,3,0.3077,6.0,30.0,0.4615,6.0,27.0,30.0,0.40782666206359863,126,25,frozen_initial
asia,alpha005,ABAPC (bb-nor),3199,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,174,9,150,24,9,0,25,15,125,9,0,0,9,0,23,3,20,0,3,0.6154,4.0,21.0,0.4615,4.0,14.0,24.0,0.4682490825653076,174,26,frozen_initial
asia,alpha005,ABAPC (bb-nor),3578,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,138,8,126,12,8,0,23,11,103,1,0,0,8,0,23,3,20,0,3,0.4615,5.0,29.0,0.1538,6.0,22.0,37.0,0.45349693298339844,138,26,frozen_initial
asia,alpha005,ABAPC (bb-nor),7816,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,145,9,131,14,9,0,24,14,107,0,0,0,9,0,22,2,20,0,2,0.4286,5.0,33.0,0.2857,5.0,26.0,41.0,0.4418761730194092,145,25,frozen_initial
asia,alpha005,ABAPC (bb-nor),7977,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,136,15,129,7,15,0,27,7,102,0,0,0,15,0,22,2,20,0,2,0.6154,4.0,22.0,0.1538,6.0,22.0,37.0,0.43367743492126465,136,24,frozen_initial
asia,alpha005,ABAPC (bb-nor),8266,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,168,8,150,18,8,0,31,11,119,7,0,0,8,0,21,2,19,0,2,0.4,6.0,36.0,0.2667,7.0,21.0,36.0,0.45747804641723633,168,26,frozen_initial
asia,alpha001,ABAPC (nor),183,bnlearn_abapc_nor_matched10_others_gsq_alpha001,132,8,120,12,8,0,24,12,96,0,0,0,8,0,23,3,20,0,0,0.4615,5.0,28.0,0.4615,5.0,21.0,28.0,0.3827502727508545,132,26,
asia,alpha001,ABAPC (nor),316,bnlearn_abapc_nor_matched10_others_gsq_alpha001,116,8,103,13,8,0,19,13,84,0,0,0,8,0,23,3,20,0,0,0.1818,7.0,30.0,0.1818,6.0,20.0,30.0,0.539376974105835,116,26,
asia,alpha001,ABAPC (nor),2494,bnlearn_abapc_nor_matched10_others_gsq_alpha001,157,7,137,20,7,0,23,17,114,3,0,0,7,0,23,3,20,0,0,0.5,5.0,23.0,0.1667,6.0,16.0,31.0,0.4527158737182617,157,26,
asia,alpha001,ABAPC (nor),2656,bnlearn_abapc_nor_matched10_others_gsq_alpha001,123,8,109,14,8,0,19,13,90,1,0,0,8,0,23,3,20,0,0,0.5455,5.0,20.0,0.1818,6.0,20.0,30.0,0.3558375835418701,123,26,
asia,alpha001,ABAPC (nor),2688,bnlearn_abapc_nor_matched10_others_gsq_alpha001,126,14,116,10,14,0,24,10,92,0,0,0,14,0,23,3,20,0,0,0.1818,7.0,33.0,0.1818,8.0,33.0,36.0,0.3822946548461914,126,25,
asia,alpha001,ABAPC (nor),3199,bnlearn_abapc_nor_matched10_others_gsq_alpha001,152,9,134,18,9,0,26,17,108,1,0,0,9,0,23,3,20,0,0,0.6154,4.0,22.0,0.1538,6.0,22.0,37.0,0.4366903305053711,152,26,
asia,alpha001,ABAPC (nor),3578,bnlearn_abapc_nor_matched10_others_gsq_alpha001,132,8,122,10,8,0,24,10,98,0,0,0,8,0,23,3,20,0,0,0.5,5.0,23.0,0.1667,7.0,23.0,38.0,0.5746819972991943,132,26,
asia,alpha001,ABAPC (nor),7816,bnlearn_abapc_nor_matched10_others_gsq_alpha001,121,7,105,16,7,0,18,16,87,0,0,0,7,0,23,3,20,0,0,0.5,5.0,25.0,0.3333,7.0,25.0,35.0,0.35607266426086426,121,26,
asia,alpha001,ABAPC (nor),7977,bnlearn_abapc_nor_matched10_others_gsq_alpha001,131,15,119,12,15,0,24,12,95,0,0,0,15,0,23,3,20,0,0,0.3333,6.0,26.0,0.1667,6.0,16.0,31.0,0.6746208667755127,131,24,
asia,alpha001,ABAPC (nor),8266,bnlearn_abapc_nor_matched10_others_gsq_alpha001,155,8,141,14,8,0,28,12,113,2,0,0,8,0,22,2,20,0,0,0.5714,4.0,25.0,0.5714,4.0,20.0,32.0,0.4716005325317383,155,26,
asia,alpha001,ABAPC (bb),183,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,37,103,28,9,100,3,23,9,5,0,1,3,99,0,19,1,18,2,2,0.0741,22.0,25.0,0.0741,21.0,8.0,50.0,0.6346704959869385,37,9,dynamic
asia,alpha001,ABAPC (bb),316,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,31,93,20,11,91,2,18,11,2,0,1,2,90,0,20,1,19,2,2,0.4167,14.0,19.0,0.4167,16.0,9.0,39.0,0.7857074737548828,31,11,dynamic
asia,alpha001,ABAPC (bb),2494,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,50,114,32,18,112,2,22,15,10,3,1,2,111,0,20,1,19,2,2,0.3226,20.0,21.0,0.129,22.0,3.0,39.0,0.8887231349945068,50,9,dynamic
asia,alpha001,ABAPC (bb),2656,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,32,99,20,12,97,2,18,11,2,1,1,2,96,0,20,1,19,2,2,0.3077,18.0,14.0,0.0769,20.0,12.0,42.0,0.9352738857269287,32,10,dynamic
asia,alpha001,ABAPC (bb),2688,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,33,107,25,8,105,2,22,8,3,0,2,2,103,0,19,1,18,2,2,0.3333,15.0,25.0,0.1667,17.0,10.0,46.0,0.6157574653625488,33,9,dynamic
asia,alpha001,ABAPC (bb),3199,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,48,113,32,16,111,2,25,15,7,1,1,2,110,0,20,1,19,2,2,0.0,20.0,32.0,0.0,19.0,11.0,50.0,1.621302604675293,48,9,dynamic
asia,alpha001,ABAPC (bb),3578,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,30,110,22,8,108,2,21,8,1,0,3,2,105,0,19,1,18,2,2,0.1,16.0,21.0,0.0,17.0,16.0,42.0,0.5152802467346191,30,8,dynamic
asia,alpha001,ABAPC (bb),7816,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,32,96,18,14,94,2,15,14,3,0,3,2,91,0,18,1,17,2,2,0.2609,15.0,34.0,0.2609,14.0,12.0,42.0,0.5780196189880371,32,9,dynamic
asia,alpha001,ABAPC (bb),7977,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,34,112,25,9,109,3,22,9,3,0,2,3,107,0,18,1,17,2,2,0.2857,13.0,15.0,0.2857,12.0,6.0,20.0,0.5120987892150879,34,8,dynamic
asia,alpha001,ABAPC (bb),8266,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,45,118,33,12,116,2,23,10,10,2,5,2,111,0,15,0,15,2,2,0.4211,9.0,19.0,0.3158,8.0,12.0,19.0,0.5325613021850586,45,5,dynamic
asia,alpha001,ABAPC (bb-nor),183,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,132,8,120,12,8,0,24,12,96,0,0,0,8,0,23,3,20,0,3,0.5,5.0,23.0,0.1667,7.0,23.0,38.0,0.35803937911987305,132,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),316,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,116,8,103,13,8,0,19,13,84,0,0,0,8,0,23,3,20,0,3,0.6154,4.0,23.0,0.3077,7.0,23.0,41.0,0.4397439956665039,116,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),2494,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,157,7,137,20,7,0,23,17,114,3,0,0,7,0,23,3,20,0,3,0.1667,7.0,38.0,0.1667,7.0,23.0,38.0,0.7094488143920898,157,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),2656,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,123,8,109,14,8,0,19,13,90,1,0,0,8,0,23,3,20,0,3,0.3077,6.0,38.0,0.3077,8.0,30.0,38.0,0.40413761138916016,123,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),2688,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,126,14,116,10,14,0,24,10,92,0,0,0,14,0,23,3,20,0,3,0.1667,7.0,34.0,0.1667,8.0,31.0,42.0,0.34569787979125977,126,25,frozen_initial
asia,alpha001,ABAPC (bb-nor),3199,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,152,9,134,18,9,0,26,17,108,1,0,0,9,0,23,3,20,0,3,0.3077,6.0,36.0,0.1538,7.0,29.0,44.0,0.47061991691589355,152,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),3578,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,132,8,122,10,8,0,24,10,98,0,0,0,8,0,23,3,20,0,3,0.5,5.0,23.0,0.1667,6.0,16.0,31.0,0.4146263599395752,132,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),7816,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,121,7,105,16,7,0,18,16,87,0,0,0,7,0,23,3,20,0,3,0.6154,4.0,21.0,0.4615,4.0,14.0,24.0,0.3688063621520996,121,26,frozen_initial
asia,alpha001,ABAPC (bb-nor),7977,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,131,15,119,12,15,0,24,12,95,0,0,0,15,0,23,3,20,0,3,0.4615,5.0,29.0,0.1538,6.0,22.0,37.0,0.35889530181884766,131,24,frozen_initial
asia,alpha001,ABAPC (bb-nor),8266,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_alpha001,155,8,141,14,8,0,28,12,113,2,0,0,8,0,22,2,20,0,2,0.4286,5.0,28.0,0.5714,3.0,13.0,28.0,0.42918944358825684,155,26,frozen_initial
sachs,alpha005,ABAPC (nor),183,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,85,922,70,15,922,0,63,10,7,5,9,0,913,0,30,0,30,0,0,1.0,0.0,0.0,0.1176,0.0,0.0,46.0,5.016726016998291,85,17,
sachs,alpha005,ABAPC (nor),316,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,118,930,94,24,930,0,77,14,17,10,0,0,930,0,38,0,38,0,0,0.4706,9.0,39.0,0.1176,0.0,0.0,46.0,5.843082666397095,118,24,
sachs,alpha005,ABAPC (nor),2494,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,106,899,92,14,899,0,76,7,16,7,1,0,898,0,37,0,37,0,0,0.8235,3.0,15.0,0.1176,0.0,0.0,46.0,5.0192482471466064,106,24,
sachs,alpha005,ABAPC (nor),2656,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,112,921,93,19,921,0,79,4,14,15,0,0,921,0,38,0,38,0,0,0.7647,4.0,28.0,0.1176,0.0,0.0,46.0,5.367271423339844,112,24,
sachs,alpha005,ABAPC (nor),2688,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,114,905,98,16,905,0,88,9,10,7,7,0,898,0,31,0,31,0,0,0.7647,4.0,20.0,0.1176,0.0,0.0,46.0,5.2499964237213135,114,20,
sachs,alpha005,ABAPC (nor),3199,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,96,870,81,15,870,0,70,10,11,5,0,0,870,0,38,0,38,0,0,0.8235,3.0,15.0,0.1176,0.0,0.0,46.0,5.078788757324219,96,24,
sachs,alpha005,ABAPC (nor),3578,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,110,897,91,19,897,0,74,8,17,11,0,0,897,0,38,0,38,0,0,0.7059,5.0,24.0,0.1176,0.0,0.0,46.0,5.202730178833008,110,24,
sachs,alpha005,ABAPC (nor),7816,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,116,899,90,26,899,0,75,7,15,19,0,0,899,0,38,0,38,0,0,0.8235,3.0,15.0,0.1176,0.0,0.0,46.0,5.630006313323975,116,24,
sachs,alpha005,ABAPC (nor),7977,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,75,873,61,14,873,0,58,10,3,4,13,0,860,0,28,0,28,0,0,0.8235,3.0,15.0,0.1176,0.0,0.0,46.0,4.413400173187256,75,21,
sachs,alpha005,ABAPC (nor),8266,bnlearn_abapc_nor_matched10_others_gsq_graphmetrics,114,929,89,25,929,0,83,11,6,14,6,0,923,0,31,0,31,0,0,0.6286,7.0,29.0,0.1143,2.0,4.0,61.0,8.133715391159058,114,22,
sachs,alpha005,ABAPC (bb),183,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,83,924,70,13,922,2,63,10,7,3,9,0,913,2,30,0,30,0,0,0.5946,10.0,32.0,0.1081,6.0,6.0,59.0,26.06742286682129,83,17,dynamic
sachs,alpha005,ABAPC (bb),316,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,100,948,78,22,946,2,68,14,10,8,9,0,937,2,32,0,32,0,0,0.4878,14.0,36.0,0.1951,10.0,2.0,54.0,229.36274886131287,100,20,dynamic
sachs,alpha005,ABAPC (bb),2494,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,87,918,75,12,916,2,69,7,6,5,8,0,908,2,32,0,32,0,0,0.4103,14.0,37.0,0.1026,10.0,23.0,59.0,61.67333149909973,87,20,dynamic
sachs,alpha005,ABAPC (bb),2656,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,78,955,68,10,946,9,65,4,3,6,14,0,932,9,24,0,24,0,0,0.6486,8.0,30.0,0.1622,7.0,4.0,56.0,6.881621837615967,78,12,dynamic
sachs,alpha005,ABAPC (bb),2688,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,114,905,98,16,905,0,88,9,10,7,7,0,898,0,31,0,31,0,0,0.4444,18.0,40.0,0.1333,15.0,16.0,61.0,27.684272527694702,114,20,dynamic
sachs,alpha005,ABAPC (bb),3199,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,73,893,59,14,892,1,55,10,4,4,15,0,877,1,24,0,24,0,0,0.4865,11.0,34.0,0.0541,5.0,14.0,62.0,8.537863492965698,73,14,dynamic
sachs,alpha005,ABAPC (bb),3578,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,72,935,62,10,926,9,61,8,1,2,13,0,913,9,27,0,27,0,0,0.5,16.0,27.0,0.2727,14.0,0.0,49.0,21.110631942749023,72,17,dynamic
sachs,alpha005,ABAPC (bb),7816,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,98,917,78,20,911,6,70,6,8,14,5,1,906,5,33,0,33,0,0,0.3889,16.0,44.0,0.2222,14.0,31.0,58.0,488.24791860580444,98,21,dynamic
sachs,alpha005,ABAPC (bb),7977,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,75,873,61,14,873,0,58,10,3,4,13,0,860,0,28,0,28,0,0,0.8235,3.0,24.0,0.1176,0.0,0.0,46.0,12.546772003173828,75,21,dynamic
sachs,alpha005,ABAPC (bb),8266,bnlearn_abapc_bb_matched10_others_gsq_searchv3_graphmetrics,85,958,66,19,952,6,64,11,2,8,25,0,927,6,24,0,24,0,0,0.4571,14.0,42.0,0.0571,12.0,18.0,52.0,11.470072507858276,85,18,dynamic
sachs,alpha005,ABAPC (bb-nor),183,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,85,922,70,15,922,0,63,10,7,5,9,0,913,0,30,0,30,0,0,0.5294,8.0,38.0,0.1176,0.0,0.0,46.0,4.216174125671387,85,17,frozen_initial
sachs,alpha005,ABAPC (bb-nor),316,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,118,930,94,24,930,0,77,14,17,10,0,0,930,0,38,0,38,0,0,0.5882,7.0,35.0,0.1176,0.0,0.0,46.0,4.178415298461914,118,24,frozen_initial
sachs,alpha005,ABAPC (bb-nor),2494,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,106,899,92,14,899,0,76,7,16,7,1,0,898,0,37,0,37,0,0,0.7059,5.0,26.0,0.1176,0.0,0.0,46.0,3.9023172855377197,106,24,frozen_initial
sachs,alpha005,ABAPC (bb-nor),2656,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,112,921,93,19,921,0,79,4,14,15,0,0,921,0,38,0,38,0,0,0.5882,7.0,35.0,0.1176,0.0,0.0,46.0,3.9549055099487305,112,24,frozen_initial
sachs,alpha005,ABAPC (bb-nor),2688,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,114,905,98,16,905,0,88,9,10,7,7,0,898,0,31,0,31,0,0,0.8235,3.0,12.0,0.1176,0.0,0.0,46.0,4.086293697357178,114,20,frozen_initial
sachs,alpha005,ABAPC (bb-nor),3199,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,96,870,81,15,870,0,70,10,11,5,0,0,870,0,38,0,38,0,0,0.7059,5.0,19.0,0.1176,0.0,0.0,46.0,4.161930799484253,96,24,frozen_initial
sachs,alpha005,ABAPC (bb-nor),3578,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,110,897,91,19,897,0,74,8,17,11,0,0,897,0,38,0,38,0,0,0.8235,3.0,19.0,0.1176,0.0,0.0,46.0,3.881220817565918,110,24,frozen_initial
sachs,alpha005,ABAPC (bb-nor),7816,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,116,899,90,26,899,0,75,7,15,19,0,0,899,0,38,0,38,0,0,0.6471,6.0,29.0,0.1176,0.0,0.0,46.0,4.018677234649658,116,24,frozen_initial
sachs,alpha005,ABAPC (bb-nor),7977,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,75,873,61,14,873,0,58,10,3,4,13,0,860,0,28,0,28,0,0,0.7059,5.0,24.0,0.1176,0.0,0.0,46.0,3.8624610900878906,75,21,frozen_initial
sachs,alpha005,ABAPC (bb-nor),8266,bnlearn_abapc_bb_norapprox_matched10_others_gsq_searchv3_graphmetrics,114,929,89,25,929,0,83,11,6,14,6,0,923,0,31,0,31,0,0,0.8571,3.0,16.0,0.1143,1.0,0.0,46.0,3.9735400676727295,114,22,frozen_initial
sachs,alpha001,ABAPC (nor),183,bnlearn_abapc_nor_matched10_others_gsq_alpha001,61,887,52,9,887,0,48,8,4,1,26,0,861,0,17,0,17,0,0,0.5882,7.0,40.0,0.1176,0.0,0.0,46.0,3.9653825759887695,61,9,
sachs,alpha001,ABAPC (nor),316,bnlearn_abapc_nor_matched10_others_gsq_alpha001,84,882,70,14,882,0,64,12,6,2,9,0,873,0,32,0,32,0,0,0.8235,3.0,21.0,0.1176,0.0,0.0,46.0,4.640463352203369,84,21,
sachs,alpha001,ABAPC (nor),2494,bnlearn_abapc_nor_matched10_others_gsq_alpha001,53,913,42,11,913,0,40,10,2,1,34,0,879,0,15,0,15,0,0,0.5882,7.0,32.0,0.1176,0.0,0.0,46.0,3.6446781158447266,53,10,
sachs,alpha001,ABAPC (nor),2656,bnlearn_abapc_nor_matched10_others_gsq_alpha001,96,919,74,22,919,0,69,13,5,9,7,0,912,0,31,0,31,0,0,0.6471,6.0,29.0,0.1176,0.0,0.0,46.0,4.797876834869385,96,19,
sachs,alpha001,ABAPC (nor),2688,bnlearn_abapc_nor_matched10_others_gsq_alpha001,92,874,81,11,874,0,68,11,13,0,7,0,867,0,31,0,31,0,0,0.5882,7.0,34.0,0.1176,0.0,0.0,46.0,4.805052280426025,92,20,
sachs,alpha001,ABAPC (nor),3199,bnlearn_abapc_nor_matched10_others_gsq_alpha001,85,844,73,12,844,0,67,11,6,1,7,0,837,0,32,0,32,0,0,0.7059,5.0,26.0,0.1176,0.0,0.0,46.0,4.33248233795166,85,19,
sachs,alpha001,ABAPC (nor),3578,bnlearn_abapc_nor_matched10_others_gsq_alpha001,108,882,94,14,882,0,79,8,15,6,0,0,882,0,38,0,38,0,0,0.7059,5.0,26.0,0.1176,0.0,0.0,46.0,4.880059480667114,108,24,
sachs,alpha001,ABAPC (nor),7816,bnlearn_abapc_nor_matched10_others_gsq_alpha001,109,881,87,22,881,0,76,13,11,9,0,0,881,0,38,0,38,0,0,0.7059,5.0,26.0,0.1176,0.0,0.0,46.0,5.428233623504639,109,24,
sachs,alpha001,ABAPC (nor),7977,bnlearn_abapc_nor_matched10_others_gsq_alpha001,85,863,68,17,863,0,62,17,6,0,13,0,850,0,28,0,28,0,0,0.7059,5.0,28.0,0.1176,0.0,0.0,46.0,4.610918045043945,85,21,
sachs,alpha001,ABAPC (nor),8266,bnlearn_abapc_nor_matched10_others_gsq_alpha001,79,928,60,19,928,0,56,14,4,5,24,0,904,0,25,0,25,0,0,0.8235,3.0,21.0,0.1176,0.0,0.0,46.0,4.412138223648071,79,19,
sachs,alpha001,ABAPC (bb),183,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,61,887,52,9,887,0,48,8,4,1,26,0,861,0,17,0,17,0,0,0.6667,7.0,30.0,0.1111,3.0,4.0,61.0,5.111543893814087,61,9,dynamic
sachs,alpha001,ABAPC (bb),316,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,83,883,70,13,882,1,64,12,6,1,9,0,873,1,32,0,32,0,0,0.3182,20.0,38.0,0.0,17.0,30.0,61.0,460.62539172172546,83,21,dynamic
sachs,alpha001,ABAPC (bb),2494,bnlearn_abapc_bb_matched10_others_gsq_searchv3_alpha001,53,913,42,11,913,0,40,10,2,1,34,0,879,0,15,0,15,0,0,0.6471,6.0,31.0,0.1176,0.0,0.0,46.0,4.944373369216919,53,10,dynamic
