n_nodes,n_edges,model,seed,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high
15,30,FGS,2250,0.2535371780395508,28,0.8929,0.1,0.3333,0.0714,0.0667,0.069,51.0,183.0,191.0
15,30,FGS,4447,0.20117902755737305,23,0.7391,0.2,0.2267,0.1739,0.1333,0.1509,43.0,178.0,199.0
15,30,FGS,2415,0.19031167030334473,24,0.875,0.1,0.28,0.125,0.1,0.1111,49.0,170.0,176.0
15,30,FGS,3595,0.1975095272064209,27,0.8889,0.1,0.32,0.037,0.0333,0.0351,48.0,169.0,177.0
15,30,FGS,4187,0.24306035041809082,25,0.72,0.2333,0.24,0.24,0.2,0.2182,43.0,153.0,173.0
15,30,FGS,4135,0.2011706829071045,27,0.7037,0.2667,0.2533,0.2593,0.2333,0.2456,42.0,138.0,188.0
15,30,FGS,5174,0.1861574649810791,21,0.8095,0.1333,0.2267,0.1905,0.1333,0.1569,40.0,137.0,152.0
15,30,FGS,5303,0.1844186782836914,23,0.8696,0.1,0.2667,0.087,0.0667,0.0755,49.0,163.0,203.0
15,30,FGS,3942,0.2697327136993408,26,0.7308,0.2333,0.2533,0.1923,0.1667,0.1786,43.0,139.0,178.0
15,30,FGS,2778,0.2046060562133789,28,0.8214,0.1667,0.3067,0.1429,0.1333,0.1379,49.0,121.0,182.0
15,30,FGS,2804,0.19098925590515137,24,0.7917,0.1667,0.2533,0.125,0.1,0.1111,45.0,168.0,197.0
15,30,FGS,2145,0.18331575393676758,23,0.8696,0.1,0.2667,0.1304,0.1,0.1132,46.0,168.0,197.0
15,30,FGS,150,0.247023344039917,23,0.8696,0.1,0.2667,0.1304,0.1,0.1132,41.0,162.0,180.0
15,30,FGS,8823,0.2570371627807617,27,0.9259,0.0667,0.3333,0.0741,0.0667,0.0702,49.0,191.0,196.0
15,30,FGS,4669,0.2020406723022461,30,0.7667,0.2333,0.3067,0.2333,0.2333,0.2333,47.0,127.0,145.0
15,30,FGS,6131,0.19112253189086914,25,0.84,0.1333,0.28,0.16,0.1333,0.1455,47.0,171.0,185.0
15,30,FGS,2617,0.18441081047058105,23,0.7391,0.2,0.2267,0.2174,0.1667,0.1887,42.0,186.0,195.0
15,30,FGS,7166,0.24248147010803223,22,0.8636,0.1,0.2533,0.0909,0.0667,0.0769,45.0,165.0,181.0
15,30,FGS,1428,0.20101094245910645,29,0.931,0.0667,0.36,0.069,0.0667,0.0678,50.0,160.0,183.0
15,30,FGS,8328,0.19566631317138672,26,0.8462,0.1333,0.2933,0.1154,0.1,0.1071,48.0,135.0,137.0
15,30,FGS,8289,0.18203473091125488,20,0.8,0.1333,0.2133,0.05,0.0333,0.04,43.0,193.0,201.0
15,30,FGS,5978,0.2519345283508301,24,0.7917,0.1667,0.2533,0.2083,0.1667,0.1852,44.0,157.0,175.0
15,30,FGS,5511,0.19292712211608887,26,0.7308,0.2333,0.2533,0.2308,0.2,0.2143,43.0,160.0,166.0
15,30,FGS,5864,0.19036531448364258,24,0.7083,0.2333,0.2267,0.25,0.2,0.2222,43.0,142.0,164.0
15,30,FGS,606,0.18591547012329102,23,0.7826,0.1667,0.24,0.2174,0.1667,0.1887,42.0,174.0,190.0
15,30,FGS,1933,0.18626117706298828,23,0.8261,0.1333,0.2533,0.1304,0.1,0.1132,45.0,127.0,168.0
15,30,FGS,6071,0.2872438430786133,34,0.8235,0.2,0.3733,0.1765,0.2,0.1875,52.0,168.0,175.0
15,30,FGS,5504,0.203202486038208,27,0.7778,0.2,0.28,0.2222,0.2,0.2105,44.0,160.0,163.0
15,30,FGS,5163,0.18467187881469727,21,0.8571,0.1,0.24,0.0952,0.0667,0.0784,46.0,165.0,201.0
15,30,FGS,2406,0.17433381080627441,17,0.8235,0.1,0.1867,0.1176,0.0667,0.0851,41.0,172.0,199.0
15,30,FGS,304,0.2595634460449219,27,0.7407,0.2333,0.2667,0.2222,0.2,0.2105,41.0,153.0,169.0
15,30,FGS,3391,0.24509215354919434,21,0.8571,0.1,0.24,0.1429,0.1,0.1176,43.0,157.0,178.0
15,30,FGS,359,0.1842026710510254,23,0.8261,0.1333,0.2533,0.1739,0.1333,0.1509,43.0,178.0,194.0
15,30,FGS,9096,0.1977858543395996,28,0.8214,0.1667,0.3067,0.1429,0.1333,0.1379,47.0,173.0,198.0
15,30,FGS,3533,0.19900202751159668,31,0.7742,0.2333,0.32,0.2258,0.2333,0.2295,49.0,162.0,185.0
15,30,FGS,4125,0.26189732551574707,28,0.7857,0.2,0.2933,0.1786,0.1667,0.1724,49.0,154.0,193.0
15,30,FGS,3094,0.20500469207763672,29,0.7241,0.2667,0.28,0.2414,0.2333,0.2373,43.0,141.0,174.0
15,30,FGS,6398,0.18790936470031738,24,0.875,0.1,0.28,0.125,0.1,0.1111,49.0,159.0,178.0
20,20,FGS,7816,0.2327556610107422,18,0.8889,0.1,0.0941,0.1111,0.1,0.1053,36.0,135.0,151.0
20,20,FGS,3578,0.26293325424194336,18,0.8889,0.1,0.0941,0.1111,0.1,0.1053,35.0,138.0,145.0
20,20,FGS,2656,0.22806429862976074,20,0.95,0.05,0.1118,0.05,0.05,0.05,36.0,147.0,165.0
20,20,FGS,2688,0.2306509017944336,19,1.0,0.0,0.1118,0.0,0.0,,39.0,88.0,104.0
20,20,FGS,2494,0.28046488761901855,17,1.0,0.0,0.1,0.0,0.0,,37.0,84.0,107.0
20,20,FGS,183,0.2095353603363037,16,0.875,0.1,0.0824,0.125,0.1,0.1111,34.0,162.0,179.0
20,20,FGS,7977,0.21346426010131836,19,0.9474,0.05,0.1059,0.0526,0.05,0.0513,38.0,80.0,88.0
20,20,FGS,3199,0.2761220932006836,17,0.8824,0.1,0.0882,0.1176,0.1,0.1081,32.0,137.0,162.0
20,20,FGS,316,0.26954078674316406,19,0.9474,0.05,0.1059,0.0526,0.05,0.0513,38.0,112.0,148.0
20,20,FGS,8266,0.22540283203125,17,0.8235,0.15,0.0824,0.1765,0.15,0.1622,29.0,140.0,191.0
20,20,FGS,1532,0.20374655723571777,19,0.8421,0.15,0.0941,0.1053,0.1,0.1026,34.0,95.0,106.0
20,20,FGS,1009,0.27332067489624023,16,0.75,0.2,0.0706,0.125,0.1,0.1111,29.0,148.0,195.0
20,20,FGS,2250,0.19894671440124512,17,0.8235,0.15,0.0824,0.1176,0.1,0.1081,33.0,71.0,107.0
20,20,FGS,4447,0.20124363899230957,17,1.0,0.0,0.1,0.0,0.0,,37.0,133.0,150.0
20,20,FGS,2415,0.27576422691345215,17,1.0,0.0,0.1,0.0,0.0,,37.0,180.0,198.0
20,20,FGS,3595,0.20597362518310547,18,0.9444,0.05,0.1,0.0,0.0,,36.0,116.0,133.0
20,20,FGS,4187,0.21747827529907227,21,0.8571,0.15,0.1059,0.1429,0.15,0.1463,35.0,107.0,126.0
20,20,FGS,4135,0.2833702564239502,16,0.9375,0.05,0.0882,0.0625,0.05,0.0556,34.0,85.0,114.0
20,20,FGS,5174,0.21097302436828613,17,0.8824,0.1,0.0882,0.0588,0.05,0.0541,34.0,124.0,154.0
20,20,FGS,5303,0.21531319618225098,15,0.9333,0.05,0.0824,0.0667,0.05,0.0571,34.0,108.0,123.0
20,20,FGS,3942,0.26075005531311035,17,1.0,0.0,0.1,0.0,0.0,,36.0,124.0,126.0
20,20,FGS,2778,0.2581665515899658,16,0.9375,0.05,0.0882,0.0,0.0,,34.0,143.0,169.0
20,20,FGS,2804,0.2037191390991211,18,0.9444,0.05,0.1,0.0,0.0,,36.0,111.0,141.0
20,20,FGS,2145,0.21729326248168945,20,1.0,0.0,0.1176,0.0,0.0,,40.0,154.0,160.0
20,20,FGS,150,0.27804064750671387,17,0.8235,0.15,0.0824,0.1765,0.15,0.1622,31.0,96.0,139.0
20,20,FGS,8823,0.22357678413391113,19,0.8947,0.1,0.1,0.0526,0.05,0.0513,34.0,112.0,118.0
20,20,FGS,4669,0.2608652114868164,19,0.8421,0.15,0.0941,0.1053,0.1,0.1026,35.0,97.0,156.0
20,20,FGS,6131,0.2634575366973877,18,0.8889,0.1,0.0941,0.1111,0.1,0.1053,35.0,117.0,135.0
20,20,FGS,2617,0.2274792194366455,19,0.9474,0.05,0.1059,0.0526,0.05,0.0513,38.0,50.0,57.0
20,20,FGS,7166,0.22221159934997559,19,1.0,0.0,0.1118,0.0,0.0,,39.0,114.0,137.0
20,20,FGS,1428,0.2989614009857178,13,0.6923,0.2,0.0529,0.3077,0.2,0.2424,25.0,75.0,79.0
20,20,FGS,8328,0.22163772583007812,16,0.9375,0.05,0.0882,0.0625,0.05,0.0556,34.0,118.0,157.0
20,20,FGS,8289,0.22048211097717285,19,1.0,0.0,0.1118,0.0,0.0,,38.0,86.0,99.0
20,20,FGS,5978,0.27643895149230957,15,0.7333,0.2,0.0647,0.2,0.15,0.1714,27.0,67.0,98.0
20,20,FGS,5511,0.21323347091674805,15,0.9333,0.05,0.0824,0.0,0.0,,34.0,63.0,70.0
20,20,FGS,5864,0.2746918201446533,17,0.9412,0.05,0.0941,0.0588,0.05,0.0541,35.0,83.0,96.0
20,20,FGS,606,0.23346185684204102,18,0.9444,0.05,0.1,0.0556,0.05,0.0526,36.0,123.0,143.0
20,20,FGS,1933,0.19732236862182617,16,0.8125,0.15,0.0765,0.125,0.1,0.1111,30.0,112.0,135.0
20,20,FGS,6071,0.30341315269470215,22,0.9545,0.05,0.1235,0.0455,0.05,0.0476,40.0,113.0,143.0
20,20,FGS,5504,0.2075181007385254,15,0.9333,0.05,0.0824,0.0,0.0,,32.0,120.0,152.0
20,20,FGS,5163,0.20313668251037598,20,0.95,0.05,0.1118,0.0,0.0,,36.0,149.0,162.0
20,20,FGS,2406,0.20290303230285645,16,1.0,0.0,0.0941,0.0,0.0,,36.0,121.0,125.0
20,20,FGS,304,0.2757258415222168,19,1.0,0.0,0.1118,0.0,0.0,,38.0,125.0,130.0
20,20,FGS,3391,0.23294448852539062,17,1.0,0.0,0.1,0.0,0.0,,37.0,91.0,104.0
20,20,FGS,359,0.21466660499572754,23,0.913,0.1,0.1235,0.087,0.1,0.093,39.0,102.0,110.0
20,20,FGS,9096,0.2832465171813965,17,0.9412,0.05,0.0941,0.0,0.0,,36.0,94.0,99.0
20,20,FGS,3533,0.20305156707763672,19,0.8947,0.1,0.1,0.1053,0.1,0.1026,36.0,165.0,188.0
20,20,FGS,4125,0.20911169052124023,16,1.0,0.0,0.0941,0.0,0.0,,36.0,85.0,94.0
20,20,FGS,3094,0.2835047245025635,15,1.0,0.0,0.0882,0.0,0.0,,35.0,116.0,122.0
20,20,FGS,6398,0.22792458534240723,18,0.9444,0.05,0.1,0.0,0.0,,36.0,109.0,122.0
20,40,FGS,7816,0.23819327354431152,35,0.7714,0.2,0.18,0.2286,0.2,0.2133,59.0,272.0,314.0
20,40,FGS,3578,0.3072686195373535,32,0.9375,0.05,0.2,0.0625,0.05,0.0556,65.0,318.0,328.0
20,40,FGS,2656,0.2335960865020752,34,0.8529,0.125,0.1933,0.1176,0.1,0.1081,67.0,268.0,321.0
20,40,FGS,2688,0.2331380844116211,34,0.8529,0.125,0.1933,0.1176,0.1,0.1081,61.0,325.0,350.0
20,40,FGS,2494,0.30616164207458496,33,0.9091,0.075,0.2,0.0909,0.075,0.0822,65.0,337.0,360.0
20,40,FGS,183,0.23587250709533691,33,0.9091,0.075,0.2,0.0909,0.075,0.0822,67.0,296.0,298.0
20,40,FGS,7977,0.2218170166015625,27,0.7778,0.15,0.14,0.1852,0.125,0.1493,55.0,227.0,270.0
20,40,FGS,3199,0.32265400886535645,35,0.8571,0.125,0.2,0.1143,0.1,0.1067,65.0,272.0,294.0
20,40,FGS,316,0.2399275302886963,35,0.8286,0.15,0.1933,0.1429,0.125,0.1333,60.0,285.0,330.0
20,40,FGS,8266,0.23424839973449707,31,0.8387,0.125,0.1733,0.129,0.1,0.1127,62.0,308.0,360.0
20,40,FGS,1532,0.30767178535461426,34,0.8824,0.1,0.2,0.1176,0.1,0.1081,61.0,295.0,298.0
20,40,FGS,1009,0.23998618125915527,29,0.8621,0.1,0.1667,0.1034,0.075,0.087,60.0,299.0,328.0
20,40,FGS,2250,0.30827856063842773,29,0.931,0.05,0.18,0.0345,0.025,0.029,61.0,299.0,355.0
20,40,FGS,4447,0.2475900650024414,34,0.8235,0.15,0.1867,0.1765,0.15,0.1622,61.0,256.0,292.0
20,40,FGS,2415,0.25551390647888184,42,0.9286,0.075,0.26,0.0714,0.075,0.0732,75.0,315.0,326.0
20,40,FGS,3595,0.3091764450073242,28,0.8571,0.1,0.16,0.0714,0.05,0.0588,60.0,313.0,357.0
20,40,FGS,4187,0.2379150390625,31,0.9355,0.05,0.1933,0.0323,0.025,0.0282,66.0,278.0,326.0
20,40,FGS,4135,0.25223398208618164,34,0.8235,0.15,0.1867,0.1471,0.125,0.1351,60.0,288.0,329.0
20,40,FGS,5174,0.31130504608154297,35,0.9143,0.075,0.2133,0.0857,0.075,0.08,68.0,338.0,342.0
20,40,FGS,5303,0.24468040466308594,33,0.8485,0.125,0.1867,0.1515,0.125,0.137,59.0,325.0,329.0
20,40,FGS,3942,0.2464442253112793,38,0.9211,0.075,0.2333,0.0526,0.05,0.0513,72.0,337.0,363.0
20,40,FGS,2778,0.28620147705078125,25,0.96,0.025,0.16,0.04,0.025,0.0308,59.0,293.0,343.0
20,40,FGS,2804,0.23752093315124512,32,0.875,0.1,0.1867,0.0625,0.05,0.0556,65.0,271.0,282.0
20,40,FGS,2145,0.2440509796142578,30,0.9333,0.05,0.1867,0.0333,0.025,0.0286,65.0,325.0,334.0
20,40,FGS,150,0.22214198112487793,29,0.8276,0.125,0.16,0.1034,0.075,0.087,61.0,309.0,328.0
20,40,FGS,8823,0.329545259475708,37,0.8378,0.15,0.2067,0.1351,0.125,0.1299,66.0,307.0,356.0
20,40,FGS,4669,0.2532474994659424,32,0.9062,0.075,0.1933,0.0938,0.075,0.0833,64.0,269.0,292.0
20,40,FGS,6131,0.24868011474609375,34,0.9412,0.05,0.2133,0.0588,0.05,0.0541,67.0,296.0,328.0
20,40,FGS,2617,0.30496859550476074,34,0.7941,0.175,0.18,0.1765,0.15,0.1622,62.0,255.0,283.0
20,40,FGS,7166,0.2609071731567383,35,0.8857,0.1,0.2067,0.0857,0.075,0.08,65.0,279.0,314.0
20,40,FGS,1428,0.23235273361206055,32,0.75,0.2,0.16,0.1875,0.15,0.1667,59.0,269.0,347.0
20,40,FGS,8328,0.2330465316772461,26,0.7308,0.175,0.1267,0.1923,0.125,0.1515,54.0,279.0,303.0
20,40,FGS,8289,0.32169246673583984,37,0.8378,0.15,0.2067,0.1081,0.1,0.1039,65.0,317.0,359.0
20,40,FGS,5978,0.23496794700622559,32,0.9062,0.075,0.1933,0.0938,0.075,0.0833,63.0,268.0,286.0
20,40,FGS,5511,0.2420496940612793,30,0.8667,0.1,0.1733,0.1,0.075,0.0857,59.0,274.0,319.0
20,40,FGS,5864,0.33257102966308594,36,0.9722,0.025,0.2333,0.0,0.0,,68.0,357.0,361.0
20,40,FGS,606,0.2239384651184082,23,0.9565,0.025,0.1467,0.0435,0.025,0.0317,62.0,281.0,306.0
20,40,FGS,1933,0.22835969924926758,31,0.9032,0.075,0.1867,0.0968,0.075,0.0845,65.0,305.0,317.0
20,40,FGS,6071,0.29834437370300293,28,0.8214,0.125,0.1533,0.1786,0.125,0.1471,60.0,308.0,329.0
20,40,FGS,5504,0.2317028045654297,27,0.963,0.025,0.1733,0.0,0.0,,65.0,332.0,358.0
20,40,FGS,5163,0.23320746421813965,30,0.7333,0.2,0.1467,0.1333,0.1,0.1143,57.0,284.0,294.0
20,40,FGS,2406,0.29955148696899414,31,0.8387,0.125,0.1733,0.129,0.1,0.1127,59.0,297.0,336.0
20,40,FGS,304,0.24747705459594727,36,0.8889,0.1,0.2133,0.1111,0.1,0.1053,63.0,317.0,343.0
20,40,FGS,3391,0.23318123817443848,33,0.9394,0.05,0.2067,0.0606,0.05,0.0548,66.0,304.0,334.0
20,40,FGS,359,0.2513256072998047,31,0.8387,0.125,0.1733,0.129,0.1,0.1127,63.0,272.0,338.0
20,40,FGS,9096,0.3275923728942871,32,1.0,0.0,0.2133,0.0,0.0,,70.0,353.0,356.0
20,40,FGS,3533,0.25801825523376465,32,0.9062,0.075,0.1933,0.0938,0.075,0.0833,64.0,338.0,358.0
20,40,FGS,4125,0.24331092834472656,32,0.9062,0.075,0.1933,0.0625,0.05,0.0556,65.0,266.0,298.0
20,40,FGS,3094,0.3252136707305908,29,0.8276,0.125,0.16,0.1724,0.125,0.1449,63.0,244.0,268.0
20,40,FGS,6398,0.22403526306152344,30,0.9333,0.05,0.1867,0.0333,0.025,0.0286,66.0,332.0,357.0
